STRUCTURE_NUMBER_008,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,MIN_CONDITION,Infrastructure_Risk
10068,2,1,00017,0,1,15,0,'FLORIDA STREET','US-17 NB (SR-35)','1.5MI E OF US-41',99.99,2.926,1,1040000.0,0.0,26561961,82012858,1,3,1,1,14,1981,3,2,9900,2021,6,15.7,0,15,0,1,1,1,0,5,N,0.0,0.0,A,1,1,5,2,0,0,3,0,15.7,18.3,49.7,0.0,0.0,15.7,16.7,99.99,H,5.76,H,5.0,0.0,6.0,8.0,8.0,,,1,48.4,1,29.0,7,7,9,5,N,8,,0.0,622,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,0,R,1,1,0,0,2,0,0,0,7,0,,N,17176,2042,0.0,,6,829.99,6.0,Medium
10069,1,1,00075,0,1,15,59200,'ALLIGATOR CREEK','I-75 SB (SR-93)','3.7 MI S OF US-17',99.99,18.274,1,1075000.0,0.0,26532740,81595310,1,3,1,1,1,1981,4,0,28750,2021,A,19.5,0,0,0,1,1,1,1,5,0,0.0,0.0,A,1,5,4,2,0,0,3,0,19.5,42.0,106.6,0.0,0.0,19.5,20.5,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,3,47.7,3,36.6,7,5,N,5,8,8,38.0,106.7,621,24,N  ,N  ,N  ,,,,685.0,69.0,754.0,1,L,1,1,0,2012,1,0,0,0,14,1,,5,49881,2043,0.0,,7,2185.3,7.0,Low
10070,1,1,00075,0,1,15,59200,'ALLIGATOR CREEK','I-75 NB (SR-93)','3.7 MI S OF US-17',99.99,18.287,1,1075000.0,0.0,26532813,81595228,1,3,1,1,1,1981,3,0,28750,2021,A,16.9,0,0,0,1,1,1,1,5,0,0.0,0.0,A,1,5,4,2,0,0,3,0,16.9,42.1,106.6,0.0,0.0,16.9,18.0,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,9.0,,3,46.7,3,35.9,7,6,N,5,8,8,38.0,106.7,621,24,N  ,N  ,N  ,,,,685.0,69.0,754.0,1,R,1,1,0,2012,1,0,0,0,14,1,,8,49881,2043,0.0,,7,1918.8,7.0,Low
10071,1,1,00075,0,1,15,0,'CR-769 (KINGS HWY)','I-75 SB (SR-93)','9MI S OF TOLEDO BLADE BLV',99.99,33.846,1,1075000.0,0.0,27011280,82025490,0,3,1,1,11,1980,3,6,30500,2021,5,11.0,0,23,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,4,0,17.2,25.3,80.5,0.0,0.0,17.2,18.1,99.99,H,4.94,H,9.3,1.7,8.0,7.0,7.0,,,1,58.4,1,34.9,7,7,7,5,N,8,,0.0,1021,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,2003,1,0,0,0,15,1,,N,52918,2043,0.0,,7,1457.05,7.0,Low
10072,1,1,00075,0,1,15,0,'CR-769 (KINGS HWY)','I-75 NB (SR-93)','9MI S OF TOLEDO BLADE BLV',99.99,33.857,1,1075000.0,0.0,27011360,82025420,0,3,1,1,11,1980,3,6,30500,2021,5,17.2,0,23,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,4,0,17.2,25.3,80.5,0.0,0.0,17.2,18.1,99.99,H,4.91,H,9.1,1.7,6.0,7.0,7.0,,,1,58.4,1,34.9,7,7,7,5,N,8,,0.0,1021,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,2003,1,0,0,0,15,1,,N,52918,2043,0.0,,6,1457.05,6.0,Medium
10073,1,1,00075,0,1,15,0,'N JONES LOOP ROAD','I-75 SB','3.4MI SOUTH OF US-17',99.99,18.905,1,1075000.0,0.0,26534217,82000907,0,3,1,1,1,1981,3,4,28750,2021,5,16.9,0,40,0,1,1,1,1,5,N,0.0,0.0,A,6,1,3,2,0,0,3,0,16.9,41.5,72.4,0.0,0.0,16.9,17.9,99.99,H,4.94,H,4.9,0.0,6.0,7.0,7.0,,,3,65.3,3,49.4,7,6,6,5,N,8,38.0,72.5,421,24,N  ,N  ,N  ,,,,700.0,70.0,770.0,1,L,1,1,0,2018,1,0,0,0,14,1,,N,49881,2043,0.0,,6,1295.96,6.0,Medium
10074,1,1,00075,0,1,15,0,'N JONES LOOP ROAD','I-75 NB','3.4MI SOUTH OF US-17',99.99,18.929,1,1075000.0,0.0,26534231,82000744,0,3,1,1,1,1981,3,4,28750,2021,5,16.9,0,40,0,1,1,1,1,5,N,0.0,0.0,A,6,1,3,2,0,0,3,0,16.9,41.5,72.4,0.0,0.0,16.9,17.9,99.99,H,4.94,H,4.8,0.0,7.0,7.0,7.0,,,3,65.3,3,49.4,7,6,6,5,N,8,38.0,72.5,421,24,N  ,N  ,N  ,,,,700.0,70.0,770.0,1,R,1,1,0,2018,1,0,0,0,14,1,,N,49881,2043,0.0,,7,1295.96,7.0,Low
10075,3,1,00000,0,1,15,0,'I-75 (SR-93)','CARMALITE ST','0.5MI SOUTH OF US-17',30.45,0.291,0,1000004.0,0.0,26553632,82005419,3,3,1,1,17,1981,2,6,2000,2021,6,12.0,0,42,0,0,0,1,0,5,N,0.0,0.0,A,1,1,4,2,3,2,2,2,12.0,41.5,107.7,0.0,0.0,12.0,12.9,99.99,H,4.91,H,9.3,9.3,6.0,7.0,7.0,,,1,65.2,1,39.1,7,6,5,5,N,8,,0.0,421,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,0,N,2,0,0,0,2,0,0,0,6,0,,N,3470,2043,0.0,,6,1389.33,6.0,Medium
10076,1,1,00075,0,1,15,0,'US-17 (SR-35)','I-75 SB','0.6MI S of PEACE RIVER',99.99,24.274,1,1075000.0,0.0,26562614,82010930,1,3,1,1,11,1981,4,7,33102,2021,5,19.4,0,5,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,4,0,19.7,26.9,81.1,0.0,0.0,19.7,20.6,99.99,H,4.88,H,9.1,5.5,7.0,7.0,7.0,,,3,55.2,3,42.8,7,6,7,5,N,8,,0.0,421,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,2004,1,0,0,0,14,1,,N,57432,2043,0.0,,7,1670.66,7.0,Low
10077,1,1,00075,0,1,15,0,'US-17 (SR-35)','I-75 NB','0.6MI S OF PEACE RIVER',99.99,24.274,1,1075000.0,0.0,26562646,82010810,1,3,1,1,11,1981,4,7,33102,2021,5,19.4,0,4,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,4,0,19.7,26.9,81.1,0.0,0.0,19.7,20.6,99.99,H,4.91,H,9.1,5.5,7.0,7.0,7.0,,,3,55.2,3,42.8,7,6,7,5,N,8,,0.0,421,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,2004,1,0,0,0,14,1,,N,57432,2043,0.0,,7,1670.66,7.0,Low
10078,1,1,00075,0,1,15,0,'SANDY HARTMANS CANAL','I-75 SB (SR 93)','1.0 MI N OF LEE COUNTY',99.99,1.714,1,1075000.0,0.0,26464301,81533685,1,3,1,1,1,1978,3,0,24750,2021,A,17.1,0,0,0,0,1,1,1,5,0,0.0,0.0,A,1,5,2,1,0,0,5,0,17.1,8.8,41.1,0.0,0.0,17.1,18.0,99.99,N,0.0,N,0.0,0.0,7.0,7.0,6.0,7.0,,3,43.5,3,33.3,6,6,N,5,9,8,,0.0,421,24,N  ,Y24,N  ,,321.0,,0.0,0.0,0.0,1,L,1,1,0,2015,1,0,0,0,16,1,,8,42941,2043,0.0,,6,739.8,6.0,Medium
10079,1,1,00075,0,1,15,0,'SANDY HARTMANS CANAL','I-75 NB (SR 93)','1.0 MI N OF LEE COUNTY',99.99,1.714,1,1075000.0,0.0,26464519,81533511,1,3,1,1,1,1978,3,0,24750,2021,A,11.6,0,0,0,0,1,1,1,5,0,0.0,0.0,A,1,5,2,1,0,0,5,0,17.0,8.8,41.1,0.0,0.0,17.0,18.0,99.99,N,0.0,N,0.0,0.0,7.0,7.0,6.0,9.0,,3,43.5,3,33.3,6,6,N,5,9,8,,0.0,421,24,N  ,Y24,N  ,,321.0,,0.0,0.0,0.0,1,R,1,1,0,2015,1,0,0,0,16,1,,8,42941,2043,0.0,,6,739.8,6.0,Medium
10080,1,1,00075,0,1,15,59200,'RVRSIDE DR & SEM GLF RR','I-75 (SR-93) SB','0.1MI NORTH OF US-17',99.99,24.512,1,1075000.0,0.0,26563309,82011144,1,3,1,1,11,1975,4,2,34250,2021,5,20.1,0,10,0,0,1,1,1,5,N,0.0,0.0,A,1,4,5,2,0,0,3,0,20.1,24.7,65.2,0.0,0.0,20.1,22.2,99.99,H,6.58,H,4.5,0.0,7.0,7.0,7.0,,,3,43.7,3,33.7,7,6,9,5,N,8,,0.0,421,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,L,1,1,0,2018,1,0,0,0,15,1,,N,59424,2043,0.0,,7,1447.44,7.0,Low
10081,1,1,00075,0,1,15,59200,'RIVERSIDE DR & CSX RR','I-75 (SR-93) NB','0.1MI NORTH OF US-17',99.99,24.514,1,1075000.0,0.0,26563380,82011030,1,3,1,1,11,1975,4,2,34250,2021,5,21.3,0,10,0,0,1,1,1,5,N,0.0,0.0,A,1,4,5,2,0,0,3,0,21.3,24.7,65.2,0.0,0.0,21.3,22.2,99.99,H,6.58,H,5.0,0.0,7.0,7.0,7.0,,,1,55.2,1,33.0,7,7,9,5,N,8,,0.0,421,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,1,R,1,1,0,2018,1,0,0,0,15,1,,N,59424,2043,0.0,,7,1447.44,7.0,Low
10082,1,1,00075,0,1,15,0,'TUCKER GRADE','I-75 SB (SR 93)','3.3 MI SOUTH OF CR-768',99.99,13.66,1,1075000.0,0.0,26512930,81581680,0,3,1,1,1,1979,3,5,24750,2021,A,16.2,0,11,0,1,1,1,1,5,N,0.0,0.0,A,6,1,3,2,0,0,3,0,17.0,47.2,75.0,0.0,0.0,17.0,18.2,99.99,H,4.85,H,8.8,30.4,7.0,7.0,7.0,,,3,46.1,3,35.6,7,6,7,5,N,8,38.0,75.0,421,24,N  ,N  ,N  ,,,,659.0,66.0,725.0,1,L,1,1,0,2012,1,0,0,0,16,1,,N,42941,2043,0.0,,7,1365.0,7.0,Low
10083,1,1,00075,0,1,15,0,'TUCKER GRADE','I-75 (SR 93) NB','3.3 MI SOUTH OF CR-768',99.99,13.652,1,1075000.0,0.0,26512920,81581560,0,3,1,1,1,1979,3,5,24750,2021,A,16.4,0,11,0,1,1,1,1,5,N,0.0,0.0,A,6,1,3,2,0,0,3,0,17.0,47.2,75.0,0.0,0.0,17.0,18.0,99.99,H,4.85,H,9.1,30.4,7.0,7.0,7.0,,,3,46.1,3,35.6,7,6,7,5,N,8,38.0,75.0,421,24,N  ,N  ,N  ,,,,659.0,66.0,725.0,1,R,1,1,0,2012,1,0,0,0,16,1,,N,42941,2043,0.0,,7,1350.0,7.0,Low
10084,4,1,00000,0,1,15,20825,'OYSTER CREEK','SAN CASA DRIVE','0.5MI SOUTH OF SR-776',99.99,2.609,0,1000565.0,0.0,26553984,82184690,4,3,2,2,17,1980,2,0,5800,2021,5,6.6,0,0,0,0,0,1,0,5,0,0.0,0.0,A,1,5,5,1,0,0,3,0,8.6,9.8,29.2,0.0,0.0,8.6,9.3,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,81.1,1,48.6,7,2,N,5,7,8,,0.0,622,24,N  ,Y24,N  ,,522.0,,0.0,0.0,0.0,0,N,2,0,0,0,2,6,0,0,6,0,,8,10063,2042,0.0,,7,271.56,7.0,Low
10085,1,1,00075,0,1,15,0,'TOWER CANAL','I-75 SB (SR-93)','2.3MI S OF TUCKERS GRADE',30.45,9.865,1,1075000.0,0.0,26494415,81571110,1,3,1,1,1,1979,3,0,24750,2021,6,18.3,0,30,0,N,N,N,N,5,0,0.0,0.0,A,1,5,1,19,0,0,2,0,18.3,4.3,8.9,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,,,,7.0,6.0,1,99.9,1,62.7,6,N,N,5,8,8,,0.0,421,24,N  ,Y24,N  ,,321.0,,0.0,0.0,0.0,1,L,1,1,0,0,N,N,N,N,16,1,,8,42941,2043,0.0,,6,162.87,6.0,Medium
10086,1,1,00075,0,1,15,0,'TOWER CANAL','I-75 NB (SR-93)','2.3 Mi S of Tuckers Grade',30.45,9.838,1,1075000.0,0.0,26494453,81570852,1,3,1,1,1,1979,3,0,24750,2021,6,18.3,0,30,0,N,N,N,N,5,0,0.0,0.0,A,1,5,1,19,0,0,2,0,18.3,4.3,8.9,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,,,,7.0,6.0,1,99.9,1,62.7,6,N,N,5,8,8,,0.0,421,24,N  ,Y24,N  ,,321.0,,0.0,0.0,0.0,1,R,1,1,0,2017,N,N,N,N,16,1,,8,42941,2043,0.0,,6,162.87,6.0,Medium
10087,4,1,00776,0,1,15,0,'LEMON BAY','CR-776','1.1MI WEST OF CR-775',99.99,0.28,0,1050001.0,0.0,26552890,82212702,20,3,2,2,17,1980,2,0,11600,2021,5,10.1,0,0,0,0,0,1,1,5,0,0.0,0.0,A,5,5,2,1,0,0,12,0,10.1,10.4,119.6,1.4,0.0,10.1,12.6,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,54.2,1,32.6,7,4,N,5,8,6,,0.0,622,24,N  ,Y24,N  ,,522.0,,0.0,0.0,0.0,0,N,2,0,0,0,1,0,0,0,6,0,,8,20126,2042,0.0,,7,1506.96,7.0,Low
10088,4,1,00000,0,1,15,59200,'I-75','RAMPART BLVD.','1.5 mi. S of KINGS HWY',99.99,1.727,0,1000531.0,0.0,27000960,82021517,8,3,1,1,17,1980,2,6,13000,2021,5,12.2,0,29,0,0,0,1,1,5,N,0.0,0.0,A,1,1,5,2,0,0,6,0,12.2,32.0,142.6,0.0,0.0,12.2,13.0,99.99,H,4.97,H,10.1,3.4,6.0,7.0,7.0,,,1,46.1,1,27.4,6,5,5,5,N,8,,0.0,421,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,0,N,2,0,0,0,2,0,0,0,6,0,,N,22555,2043,0.0,,6,1853.8,6.0,Medium
10089,4,1,00000,0,1,15,0,'BROAD CREEK','RIVERSIDE DRIVE','100FT. E OF I-75',99.99,1.399,0,1000009.0,0.0,26563470,82010840,3,3,2,2,19,1980,2,0,2400,2020,0,7.4,0,15,0,1,0,1,1,5,0,0.0,0.0,A,1,5,2,1,0,0,3,0,12.4,8.5,22.3,0.0,0.0,12.4,13.0,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,75.7,1,45.4,7,6,N,5,7,6,,0.0,521,24,N  ,Y24,N  ,,421.0,,0.0,0.0,0.0,0,N,2,0,0,0,1,6,0,0,6,0,,8,4164,2042,0.0,,7,289.9,7.0,Low
10090,2,1,00017,0,1,15,0,'LAVILLA RD. & R/R','US-17 (SR-35) NB','1.4MI. N OF  US-41',99.99,2.581,1,1040000.0,0.0,26562190,82013894,1,3,1,1,14,1981,3,2,9900,2021,6,15.8,0,99,0,0,1,1,1,5,N,0.0,0.0,A,1,4,5,2,0,0,4,0,15.8,29.6,101.2,0.0,0.0,15.8,16.7,99.99,H,6.49,H,5.1,0.0,6.0,7.0,7.0,,,1,42.5,1,25.5,6,7,9,5,N,8,,0.0,622,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,0,R,1,1,0,0,2,2,0,0,7,0,,N,17176,2043,0.0,,6,1690.04,6.0,Medium
10091,2,1,00017,0,1,15,0,'LAVILLA RD. & R/R','US-17 SB (SR-35)','1.4MI N OF US-41',99.99,2.604,1,1040000.0,0.0,26562133,82013963,1,3,1,1,14,1981,3,2,9900,2021,6,15.8,0,99,0,1,1,1,1,5,N,0.0,0.0,A,1,4,5,2,0,0,4,0,15.8,26.2,92.7,0.0,0.0,15.8,16.7,99.99,H,6.49,H,5.4,0.0,7.0,8.0,8.0,,,1,44.4,1,26.8,6,7,9,5,N,8,,0.0,622,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,0,L,1,1,0,0,2,2,0,0,7,0,,N,17176,2043,0.0,,7,1548.09,7.0,Low
10092,2,1,00041,0,1,15,59200,'PEACE RIVER','US-41 NB (SR-45)','0.3MI NORTH OF US-17',99.99,22.788,1,1010000.0,0.0,26564187,82032452,1,3,1,1,14,1983,2,0,25500,2021,5,10.3,0,0,0,1,1,1,1,5,1,13.7,22.0,A,5,5,5,2,0,0,66,0,12.1,33.4,1551.4,0.0,1.5,12.1,14.9,99.99,N,0.0,N,0.0,0.0,6.0,7.0,6.0,7.0,,1,46.4,1,27.8,6,7,N,5,8,8,,0.0,721,24,N  ,Y24,N  ,,621.0,,0.0,0.0,0.0,0,R,1,1,0,0,1,0,0,0,6,0,2.0,8,44242,2043,0.0,,6,23115.86,6.0,Medium
10093,2,1,00017,0,1,15,0,'SHELL CREEK','US-17 SB (SR-35)','4.6MI NORTH OF  I-75',99.99,0.887,1,1040201.0,0.0,26584600,81573376,1,3,1,1,14,1986,2,0,7150,2021,5,8.8,0,0,0,1,0,1,0,5,0,0.0,0.0,A,5,5,5,1,0,0,12,0,11.3,11.0,131.7,1.5,0.0,11.3,14.2,99.99,N,0.0,N,0.0,0.0,5.0,5.0,7.0,7.0,,1,64.7,1,38.7,5,6,N,5,8,8,,0.0,522,24,N  ,Y24,N  ,,422.0,,0.0,0.0,0.0,0,L,1,1,0,2005,2,6,0,0,19,0,,5,12405,2042,0.0,,5,1870.14,5.0,Medium
10094,2,1,00017,0,1,15,0,'SHELL CREEK SO. SLOUGH','US-17 SB (SR-35)','4.8MI NORTH OF I-75',30.45,1.128,1,1040201.0,0.0,26585192,81573351,1,3,1,1,14,1986,2,0,7150,2021,5,9.0,0,0,0,1,0,1,0,5,0,0.0,0.0,A,5,5,5,1,0,0,3,0,11.3,11.3,34.1,1.5,0.0,11.3,14.2,99.99,N,0.0,N,0.0,0.0,5.0,5.0,7.0,9.0,,1,65.0,1,31.7,5,6,N,5,8,8,,0.0,522,24,N  ,Y24,N  ,,422.0,,0.0,0.0,0.0,0,L,1,1,0,2005,2,6,0,0,19,0,,5,12405,2042,0.0,,5,484.22,5.0,Medium
10095,2,1,00017,0,1,15,0,'SHELL CRK NORTH SLOUGH','US-17 SB (SR-35)','5.1 MI. NORTH OF I-75',30.45,1.323,1,1040201.0,0.0,26585835,81573340,1,3,1,1,14,1986,2,0,7150,2021,5,9.0,0,0,0,1,1,1,1,5,0,0.0,0.0,A,5,5,5,1,0,0,4,0,11.3,11.3,45.4,1.5,0.0,11.3,14.2,99.99,N,0.0,N,0.0,0.0,5.0,5.0,6.0,9.0,,1,53.3,1,25.8,5,6,N,5,8,8,,0.0,522,24,N  ,Y24,N  ,,422.0,,0.0,0.0,0.0,0,L,1,1,0,2005,2,6,0,0,19,0,,5,12405,2043,0.0,,5,644.68,5.0,Medium
10096,2,1,00017,0,1,15,0,'BROAD CREEK','US-17 (SR-35)','300FT EAST OF I-75',99.99,3.814,1,1040000.0,0.0,26562896,82005897,12,3,1,1,14,1982,8,0,19800,2021,4,37.7,1,30,0,N,N,1,0,5,0,0.0,0.0,A,1,5,1,19,0,0,2,0,13.6,3.2,8.0,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,,,,7.0,6.0,1,56.5,1,33.7,6,N,N,5,8,8,,0.0,622,24,N  ,Y24,N  ,,522.0,,0.0,0.0,0.0,0,N,2,1,0,0,N,N,N,N,7,0,,8,34353,2043,0.0,,6,301.6,6.0,Medium
10097,4,1,00000,0,1,15,0,'BROAD CREEK','HENRY ST.','0.8MI W OF GOLF COURSE BL',99.99,0.425,0,1000004.0,0.0,26553500,82005109,3,3,1,1,17,1981,2,0,2000,2021,0,7.3,0,30,0,N,N,N,N,5,0,0.0,0.0,A,1,5,1,19,0,0,2,0,13.4,3.5,7.2,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,,,,6.0,6.0,1,99.9,1,99.9,6,N,N,5,7,7,,0.0,521,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,0,N,2,0,0,0,N,N,N,N,6,0,,8,3470,2043,0.0,,6,52.56,6.0,Medium
10098,3,1,00776,0,1,15,0,'GOTTFRIED CREEK','SR-776','0.5MI WEST OF CR-775',99.99,15.609,0,1060000.0,0.0,26561900,82204300,20,3,1,1,16,1995,4,0,26500,2021,6,21.3,0,0,0,1,0,1,0,5,0,0.0,0.0,A,5,5,5,2,0,0,2,0,26.2,23.2,46.4,2.6,2.6,21.3,27.2,99.99,N,0.0,N,0.0,0.0,7.0,7.0,8.0,7.0,,1,71.8,1,43.0,7,9,N,5,7,7,,0.0,622,24,N  ,Y24,N  ,,522.0,,0.0,0.0,0.0,0,N,2,0,0,0,1,0,0,0,4,0,,8,45978,2043,0.0,,7,1262.08,7.0,Low
10100,3,1,00776,0,1,15,0,'AINGER CREEK','SR-776','0.5MI EAST OF SR-775',99.99,4.268,0,1050000.0,0.0,26561020,82195100,30,3,1,1,16,1996,4,0,31000,2021,6,15.8,2,32,0,1,1,1,1,5,0,0.0,0.0,A,5,5,5,2,0,0,4,0,99.9,16.9,67.1,2.5,2.5,18.6,37.0,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,72.2,1,43.4,7,6,N,5,8,8,,,622,24,N  ,Y24,N  ,,522.0,,,,,0,N,2,0,0,0,1,0,0,0,5,0,,8,53785,2042,0.0,,7,2482.7,7.0,Low
10101,2,1,00017,0,1,15,0,'SHELL CREEK','US-17 NB (SR-35)','4.6MI NORTH OF I-75',99.99,0.887,1,1040201.0,0.0,26584565,81573293,1,3,1,1,14,2005,2,0,7150,2021,A,8.5,0,0,0,1,1,1,1,5,0,0.0,0.0,A,5,5,5,2,0,0,6,0,11.0,21.9,131.7,0.0,1.5,11.0,13.7,30.45,N,0.0,N,0.0,0.0,7.0,8.0,7.0,9.0,,1,99.9,1,60.3,7,6,N,5,8,8,,,522,24,N  ,Y24,N  ,,422.0,,,,,0,R,1,1,0,0,1,0,0,0,19,0,,8,12405,2042,0.0,,7,1804.29,7.0,Low
10102,2,1,00017,0,1,15,0,'SHELL CRK SOUTH SLOUGH','US-17 NB (SR-35)','4.8MI NORTH OF I-75',30.45,1.128,1,1040201.0,0.0,26585189,81573275,1,3,1,1,14,2005,2,0,7150,2021,A,9.0,0,0,0,1,1,1,0,5,0,0.0,0.0,A,5,5,5,2,0,0,2,0,11.0,22.7,45.4,0.0,1.5,11.0,13.7,99.99,N,0.0,N,0.0,0.0,7.0,8.0,8.0,9.0,,1,99.9,1,56.8,8,6,N,5,8,8,,,522,24,N  ,Y24,N  ,,422.0,,,,,0,R,1,1,0,0,1,0,0,0,19,0,,8,12405,2042,0.0,,7,621.98,7.0,Low
10103,2,1,00017,0,1,15,0,'SHELL CRK NORTH SLOUGH','US-17 NB (SR-35)','5.1 MI NORTH OF I-75',30.45,1.323,1,1040201.0,0.0,26585851,81573260,1,3,1,1,14,2005,2,0,7150,2021,A,9.0,0,0,0,1,1,1,1,5,0,0.0,0.0,A,5,5,5,2,0,0,2,0,11.0,22.7,45.4,0.0,1.5,11.0,13.7,99.99,N,0.0,N,0.0,0.0,7.0,8.0,8.0,9.0,,1,99.9,1,56.8,8,6,N,5,8,8,,,522,24,N  ,Y24,N  ,,422.0,,,,,0,R,1,1,0,0,1,0,0,0,19,0,,8,12405,2042,0.0,,7,621.98,7.0,Low
10104,3,1,00776,0,1,15,0,'MYAKKA RIVER','SR-776 WB','6.4MI WEST OF US 41',99.99,17.988,1,1050000.0,0.0,26573050,82124550,1,3,1,1,6,2001,2,0,16022,2021,5,9.1,0,0,0,1,1,1,1,5,1,7.3,15.0,A,5,5,5,2,0,0,17,0,16.6,30.5,420.6,1.9,0.0,16.6,21.4,99.99,N,0.0,N,0.0,0.0,7.0,7.0,7.0,7.0,,1,99.9,1,55.3,7,9,N,5,8,8,,,622,24,N  ,Y24,N  ,,522.0,,,,,0,L,1,0,0,0,1,0,0,0,8,0,,8,27798,2043,0.0,,7,9000.84,7.0,Low
10105,3,1,00776,0,1,15,59200,'OYSTER CREEK','SR776(S MCCALL RD)','4.9MI WEST OF CR-771',99.99,7.092,0,1050000.0,0.0,26560470,82181077,24,3,1,1,16,2000,4,0,34000,2021,6,17.7,1,33,0,N,N,0,0,5,0,0.0,0.0,A,5,5,1,19,0,0,3,0,30.0,3.7,11.4,2.0,2.4,0.0,0.0,99.99,N,0.0,N,0.0,0.0,,,,6.0,7.0,1,99.9,1,58.8,7,N,N,5,8,8,,,622,24,N  ,Y24,N  ,,522.0,,,,,0,N,2,0,0,0,N,N,N,N,7,0,,8,58990,2042,0.0,,7,201.78,6.0,Medium
